id,title,description,availability,condition,price,link,image_link,brand
sunseeker-88,Sunseeker 88′ Yacht Charter – Miami,"Private yacht charter aboard the Sunseeker 88′ in Miami. Up to 13 guests, docked at Venetian Marina. Features: Onboard Jacuzzi, Premium Sound. Starting price $3,500. Book your date on WhatsApp.",in stock,new,3500.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Sunseeker%2088%E2%80%B2%20%28starting%20price%20%243%2C500%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/sunseeker-88%C2%B4/1.jpg,Heart of the Sea
vandutch-55-the-godfather,Vandutch 55′ – The Godfather Yacht Charter – Miami,"Private yacht charter aboard the Vandutch 55′ – The Godfather in Miami. Up to 13 guests, docked at Miami Beach Marina. Features: Premium Sound. Starting price $3,300. Book your date on WhatsApp.",in stock,new,3300.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Vandutch%2055%E2%80%B2%20%E2%80%93%20The%20Godfather%20%28starting%20price%20%243%2C300%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/vandutch-55%E2%80%B2/1.jpg,Heart of the Sea
le-grand-bleu-70,Le Grand Bleu 70′ Yacht Charter – Miami,"Private yacht charter aboard the Le Grand Bleu 70′ in Miami. Up to 13 guests, docked at Haulover. Features: Premium Sound. Starting price $3,200. Book your date on WhatsApp.",in stock,new,3200.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Le%20Grand%20Bleu%2070%E2%80%B2%20%28starting%20price%20%243%2C200%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/legrandbleu-70%E2%80%B2/1.jpg,Heart of the Sea
azimut-60-freedom,Azimut 60′ Freedom Yacht Charter – Miami,"Private yacht charter aboard the Azimut 60′ Freedom in Miami. Up to 13 guests, docked at Miami Beach Marina. Features: Premium Sound. Starting price $3,000. Book your date on WhatsApp.",in stock,new,3000.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Azimut%2060%E2%80%B2%20Freedom%20%28starting%20price%20%243%2C000%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/azimutfreedom-60%E2%80%B2/1.jpg,Heart of the Sea
bahia-panther-85,Bahia Panther 85′ Yacht Charter – Miami,"Private yacht charter aboard the Bahia Panther 85′ in Miami. Up to 13 guests, docked at Regal Marina. Features: Onboard Jacuzzi, Premium Sound. Starting price $3,000. Book your date on WhatsApp.",in stock,new,3000.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Bahia%20Panther%2085%E2%80%B2%20%28starting%20price%20%243%2C000%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/bahiapanther-85%E2%80%B2/1.jpg,Heart of the Sea
pershing-64,Pershing 64′ Yacht Charter – Miami,"Private yacht charter aboard the Pershing 64′ in Miami. Up to 13 guests, docked at Venetian Marina. Features: Premium Sound. Starting price $3,000. Book your date on WhatsApp.",in stock,new,3000.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Pershing%2064%E2%80%B2%20%28starting%20price%20%243%2C000%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/pershing-64%E2%80%B2/1.jpg,Heart of the Sea
azimut-55-flybridge,Azimut 55′ Flybridge Yacht Charter – Miami,"Private yacht charter aboard the Azimut 55′ Flybridge in Miami. Up to 13 guests, docked at Venetian Marina. Features: Premium Sound. Starting price $2,600. Book your date on WhatsApp.",in stock,new,2600.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Azimut%2055%E2%80%B2%20Flybridge%20%28starting%20price%20%242%2C600%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/azimut-55%E2%80%B2/1.jpg,Heart of the Sea
azimut-53,Azimut 53′ Yacht Charter – Miami,"Private yacht charter aboard the Azimut 53′ in Miami. Up to 13 guests, docked at Regal Marina. Features: Premium Sound. Starting price $2,500. Book your date on WhatsApp.",in stock,new,2500.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Azimut%2053%E2%80%B2%20%28starting%20price%20%242%2C500%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/azimut-53%E2%80%B2/1.jpg,Heart of the Sea
searay-serenity-58,SeaRay Serenity 58′ Yacht Charter – Miami,"Private yacht charter aboard the SeaRay Serenity 58′ in Miami. Up to 13 guests, docked at Miami Beach Marina. Features: Premium Sound. Starting price $2,500. Book your date on WhatsApp.",in stock,new,2500.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20SeaRay%20Serenity%2058%E2%80%B2%20%28starting%20price%20%242%2C500%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/searayserenity-58%E2%80%B2/1.jpg,Heart of the Sea
beneteau-flybridge-52,Beneteau Flybridge 52′ Yacht Charter – Miami,"Private yacht charter aboard the Beneteau Flybridge 52′ in Miami. Up to 13 guests, docked at Venetian Marina. Features: Premium Sound. Starting price $2,300. Book your date on WhatsApp.",in stock,new,2300.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Beneteau%20Flybridge%2052%E2%80%B2%20%28starting%20price%20%242%2C300%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/yate17.jpg,Heart of the Sea
fairline-52,Fairline 52′ Yacht Charter – Miami,"Private yacht charter aboard the Fairline 52′ in Miami. Up to 13 guests, docked at Venetian Marina. Features: Premium Sound. Starting price $2,300. Book your date on WhatsApp.",in stock,new,2300.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Fairline%2052%E2%80%B2%20%28starting%20price%20%242%2C300%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/fairline-52%E2%80%B2/1.jpg,Heart of the Sea
pershing-50,Pershing 50′ Yacht Charter – Miami,"Private yacht charter aboard the Pershing 50′ in Miami. Up to 13 guests, docked at Venetian Marina. Features: Premium Sound. Starting price $2,300. Book your date on WhatsApp.",in stock,new,2300.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Pershing%2050%E2%80%B2%20%28starting%20price%20%242%2C300%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/pershing-50%E2%80%B2/1.jpg,Heart of the Sea
searay-48,SeaRay 48′ Yacht Charter – Miami,"Private yacht charter aboard the SeaRay 48′ in Miami. Up to 13 guests, docked at Venetian Marina. Features: Premium Sound. Starting price $2,300. Book your date on WhatsApp.",in stock,new,2300.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20SeaRay%2048%E2%80%B2%20%28starting%20price%20%242%2C300%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/searay-48%E2%80%B2/1.jpg,Heart of the Sea
cruiser-sport-55,Cruiser Sport 55′ Yacht Charter – Miami,"Private yacht charter aboard the Cruiser Sport 55′ in Miami. Up to 13 guests, docked at Venetian Marina. Features: Premium Sound. Starting price $2,200. Book your date on WhatsApp.",in stock,new,2200.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Cruiser%20Sport%2055%E2%80%B2%20%28starting%20price%20%242%2C200%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/cruisersport-55%E2%80%B2/1.jpg,Heart of the Sea
viking-princess-55-takeella,Viking Princess 55′ Takeella Yacht Charter – Miami,"Private yacht charter aboard the Viking Princess 55′ Takeella in Miami. Up to 13 guests, docked at Regal Marina. Features: Premium Sound. Starting price $1,800. Book your date on WhatsApp.",in stock,new,1800.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Viking%20Princess%2055%E2%80%B2%20Takeella%20%28starting%20price%20%241%2C800%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/vikingprincess-55%E2%80%B2/1.jpg,Heart of the Sea
cruiser-sport-fly-50-remedy,Cruiser Sport Fly 50′ Remedy Yacht Charter – Miami,"Private yacht charter aboard the Cruiser Sport Fly 50′ Remedy in Miami. Up to 13 guests, docked at Miami Beach Marina. Features: Premium Sound. Starting price $1,700. Book your date on WhatsApp.",in stock,new,1700.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Cruiser%20Sport%20Fly%2050%E2%80%B2%20Remedy%20%28starting%20price%20%241%2C700%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/cruisersportflyremedy-50%E2%80%B2/1.jpg,Heart of the Sea
azimut-70,Azimut 70′ Yacht Charter – Miami,"Private yacht charter aboard the Azimut 70′ in Miami. Up to 13 guests, docked at Regal Marina. Features: Premium Sound. Starting price $1,600. Book your date on WhatsApp.",in stock,new,1600.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Azimut%2070%E2%80%B2%20%28starting%20price%20%241%2C600%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/azimut-70%E2%80%B2/1.jpg,Heart of the Sea
searay-50,SeaRay 50′ Yacht Charter – Miami,"Private yacht charter aboard the SeaRay 50′ in Miami. Up to 13 guests, docked at Jones Boat Yard. Features: Premium Sound. Starting price $1,400. Book your date on WhatsApp.",in stock,new,1400.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20SeaRay%2050%E2%80%B2%20%28starting%20price%20%241%2C400%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/searay-50%E2%80%B2/1.jpg,Heart of the Sea
harmony-44,Harmony 44′ Yacht Charter – Miami,"Private yacht charter aboard the Harmony 44′ in Miami. Up to 13 guests, docked at Jones Boat Yard. Features: Premium Sound. Starting price $1,300. Book your date on WhatsApp.",in stock,new,1300.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Harmony%2044%E2%80%B2%20%28starting%20price%20%241%2C300%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/harmony-44%E2%80%B2/1.jpg,Heart of the Sea
lady-g-41,Lady G 41′ Yacht Charter – Miami,"Private yacht charter aboard the Lady G 41′ in Miami. Up to 13 guests, docked at Jones Boat Yard. Features: Premium Sound. Starting price $1,300. Book your date on WhatsApp.",in stock,new,1300.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Lady%20G%2041%E2%80%B2%20%28starting%20price%20%241%2C300%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/ladyg-41%E2%80%B2/1.jpg,Heart of the Sea
barbie-pink-42,Barbie Pink 42′ Yacht Charter – Miami,"Private yacht charter aboard the Barbie Pink 42′ in Miami. Up to 13 guests, docked at Miami River. Features: Unique Style, Premium Sound. Starting price $1,000. Book your date on WhatsApp.",in stock,new,1000.00 USD,https://wa.me/17867644608?text=Hola%21%20Me%20interesa%20reservar%20el%20yate%20Barbie%20Pink%2042%E2%80%B2%20%28starting%20price%20%241%2C000%29.%20%C2%BFDisponibilidad%3F,https://mel93peralta-hub.github.io/heart-of-the-sea/images/yate1.jpg,Heart of the Sea
